"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para�aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"En promedio, �Cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase? Seleccione un n�mero.";"Teniendo en cuenta las caracter�sticas del curso/modulo/etc., �c�mo considera la carga acad�mica que tuvo que asumir durante el desarrollo de las actividades propuestas?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje. Recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"5365441998";"97807447";"2017-05-23 12:25:01";"2017-05-23 12:28:46";"186.28.200.37";"";"";"";"";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"4";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";
"5365383412";"97807447";"2017-05-23 11:38:57";"2017-05-23 11:50:12";"157.253.120.110";"";"";"";"";"5";"4";"5";"5";"0";"5";"5";"5";"5";"4";"4";"4";"5";"3";"4";"4";"4";"4";"5";"5";"5";"5";"0";"5";"5";"4";"4";"4";"0";"4";"4";"4";"4";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";
"5365354166";"97807447";"2017-05-23 11:17:53";"2017-05-23 11:26:16";"190.24.55.139";"";"";"";"";"5";"5";"5";"4";"3";"4";"5";"5";"5";"5";"5";"5";"6";"3";"4";"5";"5";"5";"5";"5";"4";"5";"4";"4";"5";"5";"3";"5";"5";"4";"3";"4";"3";"5";"4";"5";"5";"5";"5";"5";"5";"4";"4";
"5365346564";"97807447";"2017-05-23 11:12:30";"2017-05-23 11:12:49";"200.118.80.95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365342239";"97807447";"2017-05-23 11:09:37";"2017-05-23 11:09:41";"157.253.202.47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365339011";"97807447";"2017-05-23 11:07:19";"2017-05-23 11:07:39";"157.253.210.140";"";"";"";"";"5";"5";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365334494";"97807447";"2017-05-23 11:04:04";"2017-05-23 11:08:56";"190.242.78.248";"";"";"";"";"5";"5";"5";"5";"5";"4";"4";"5";"5";"4";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";"4";"5";"4";"4";"4";"4";"4";"4";"4";"2";"4";"4";"3";"4";"5";"5";"5";"4";"5";"4";"4";"5";"4";
"5365332663";"97807447";"2017-05-23 11:02:38";"2017-05-23 11:02:49";"186.147.81.129";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365331390";"97807447";"2017-05-23 11:01:41";"2017-05-23 11:05:49";"152.202.39.123";"";"";"";"";"2";"5";"5";"4";"4";"2";"5";"2";"2";"4";"4";"0";"8";"5";"4";"4";"4";"4";"4";"4";"1";"1";"5";"5";"5";"5";"1";"5";"1";"1";"1";"1";"1";"1";"5";"5";"2";"2";"4";"4";"4";"1";"1";
"5365317583";"97807447";"2017-05-23 10:51:05";"2017-05-23 10:51:31";"181.50.154.98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365315696";"97807447";"2017-05-23 10:49:57";"2017-05-23 10:50:15";"157.253.124.51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365312628";"97807447";"2017-05-23 10:47:15";"2017-05-23 10:48:10";"109.164.242.131";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
